customer_id,customer_name,email,registration_date,customer_type
424,Sean Silva,kennedyjames@example.org,2026-02-23,REGULAR
425,Edwin Brown,derrickgonzalez@example.com,2026-07-04,PREMIUM
426,Victoria Thomas,kimberlyfreeman@example.net,2026-07-04,REGULAR
427,Anthony Hayes,kathleenjackson@example.org,2025-01-05,REGULAR
428,Anita Mendez,epowell@example.com,2023-07-24,PREMIUM
429,Monica Dodson,katherine83@example.org,2025-07-29,PREMIUM
430,Danielle Steele,larry16@example.net,2025-04-24,REGULAR
431,Rodney Evans,stephen89@example.net,2024-07-23,PREMIUM
432,Whitney Cooper,mhoward@example.org,2026-05-23,REGULAR
433,Jennifer Perez,jasonjohnson@example.net,2024-01-20,VIP
434,Matthew Johnson,kelsey90@example.net,2026-07-13,REGULAR
435,Martha Smith,butleromarexample.net,2024-04-21,VIP
436,Christine Jennings,turnerdorothy@example.net,2025-02-08,REGULAR
437,Mercedes Barnes,huntchristine@example.com,2023-11-20,PREMIUM
438,Craig Gonzalez,marie35@example.net,2024-10-10,VIP
439,Joshua Lozano,arivera@example.org,2025-07-24,PREMIUM
440,Sara Caldwell,stacychan@example.org,2025-09-19,VIP
441,David Hall,joseph01@example.org,2026-03-03,VIP
442,Heather Rhodes,grodgers@example.org,2023-07-29,REGULAR
443,Matthew Murphy,rfriedman@example.net,2023-10-28,REGULAR
444,Catherine Morales,ynelson@example.net,2026-02-05,REGULAR
445,Mariah Robles,andersonjessica@example.org,2023-11-09,REGULAR
446,Karen Carroll,ywhite@example.com,2025-05-19,PREMIUM
447,Sheryl Acosta,timothyfreeman@example.com,2024-11-12,REGULAR
448,Matthew Smith,tiffanysantiago@example.com,2025-02-06,REGULAR
449,Lisa Reynolds,timothyalvarado@example.net,2024-09-12,VIP
450,Kristin Huerta,smithsarah@example.net,2026-02-03,PREMIUM
451,Sheila Jones,vflores@example.com,2023-09-12,PREMIUM
452,Mason Powell,christianwallace@example.net,2024-11-21,VIP
453,Jillian Wilson,bmcgee@example.org,2024-10-03,VIP
454,Joshua Petersen,pamela83@example.net,2025-07-23,REGULAR
455,Heidi Brown,meganrivera@example.net,2025-05-06,PREMIUM
456,Heidi Chavez,malonejeffrey@example.com,2024-08-11,REGULAR
457,Rebecca Kelley,jacqueline02@example.com,2023-12-19,VIP
458,Mikayla Rodriguez,jacobconrad@example.com,2024-03-11,REGULAR
459,Cheryl Morgan,owilliams@example.net,2025-04-24,PREMIUM
460,Joanna Barrett,tamarasmith@example.net,2023-09-10,REGULAR
461,Sara Webb,heatherthompson@example.org,2023-11-09,PREMIUM
462,Lisa Morris,mbarnes@example.net,2025-10-31,REGULAR
463,Victor Waller,iballard@example.com,2025-05-09,REGULAR
464,Kayla Cameron,jennifer83@example.org,2024-03-04,PREMIUM
465,Melissa Morse,tinasantos@example.org,2025-01-21,PREMIUM
466,Erica Wilson,anna99@example.net,2025-09-04,PREMIUM
467,Stephanie Ferguson,hstokes@example.org,2023-08-15,REGULAR
468,Michael Gonzalez,tonyavega@example.org,2026-01-23,REGULAR
469,Elizabeth Molina,howardshaun@example.net,2026-02-24,REGULAR
470,Sharon Newton,yyoung@example.net,2024-05-29,VIP
471,Tammy Hughes,tammy00@example.net,2024-04-19,REGULAR
472,Priscilla Berg,rhondabushexample.net,2024-08-25,PREMIUM
473,Nancy Gonzalez,kellythompson@example.net,2023-10-08,PREMIUM
474,Nancy Wilson,pattersonangela@example.org,2024-01-11,PREMIUM
475,Abigail Owens,billmcfarland@example.net,2023-09-12,REGULAR
476,Lisa Stanley,jtyler@example.com,2023-10-06,PREMIUM
477,Kelly Krueger,hartmanerik@example.net,2025-02-26,PREMIUM
478,Daniel Lewis,mark43@example.net,2025-02-19,VIP
479,Samantha Zavala MD,sean99@example.org,2026-06-03,VIP
480,Erica Moon,cruzamber@example.com,2023-08-15,PREMIUM
481,Patricia Robertson,stucker@example.net,2024-02-14,VIP
482,Tiffany Jackson,simsjason@example.net,2025-11-12,VIP
483,Jessica Garcia,elucas@example.net,2025-08-08,PREMIUM
484,Mitchell Johnson,brownlaura@example.net,2023-10-04,REGULAR
485,Susan Russell,bmccoy@example.com,2023-08-06,REGULAR
486,Kimberly May,avilabrendaexample.net,2026-02-02,PREMIUM
487,Jonathan Roberts,catherine47@example.com,2024-09-24,REGULAR
488,Kara Ferguson,julierobles@example.net,2024-06-06,VIP
489,Elizabeth Eaton,susan08@example.net,2023-12-20,PREMIUM
490,Kenneth Long,torreskaitlin@example.net,2024-07-29,REGULAR
491,Matthew Hunt,jackjensen@example.com,2024-02-16,REGULAR
492,Robert Phelps,enewman@example.com,2025-07-24,VIP
493,Craig Carpenter,michael31@example.com,2025-05-27,PREMIUM
494,Emily Hayes,heather29@example.net,2024-08-21,PREMIUM
495,Jeffrey Smith,kristenjoseph@example.net,2024-11-07,VIP
496,Brandy Quinn,wford@example.com,2025-01-02,PREMIUM
497,Matthew Miller,michele28@example.org,2024-05-02,PREMIUM
498,Angela Jones,atkinsoncrystal@example.net,2025-04-13,VIP
499,Christy Johnson,amy87@example.net,2025-11-14,VIP
500,Daniel Barton,dennis88@example.org,2024-09-25,REGULAR
