user_id,full_name,transaction_date,city,region,product_category,age,subscription,price,sale_amount,quantity,store_id,status,username,email,raw_timestamp
U2307,Advik Naidu,2023-10-01,Chennai,West,Groceries,52,Enterprise,97565.61,340181.23,11,S007,Pending,,advik.naidu28@hotmail.com,2023-03-19 13:41:13
U2149,Kavita Patil,2023-12-10,Bangalore,South,Jewellery,42,Basic,102474.37,411503.49,3,S013,,kavita.patil5,kavita.patil5@hotmail.com,2024-04-18 23:43:41
U2335,Meena Sharma,2023-10-21,Guwahati,Central,Electronics,31,Premium,,388604.87,6,S003,Pending,meena.sharma15,meena.sharma15@yahoo.com,2023-03-11 20:29:00
U2302,Aarav Sinha,2023-08-02,Surat,South,Groceries,29,Premium,54635.41,465282.82,12,S002,,aarav.sinha19,aarav.sinha19@yahoo.com,2024-01-15 02:13:10
U2202,Sneha Sinha,2023-05-13,Hyderabad,South,Mobiles,44,Free,79260.68,338949.43,1,S004,Pending,sneha.sinha21,sneha.sinha21@hotmail.com,2024-07-03 15:38:38
U2091,Tanya Venkatesh,2024-08-14,Kolkata,Central,Groceries,17,Basic,77164.56,475460.58,7,S019,Pending,,tanya.venkatesh38@gmail.com,
U2345,Ankita Verma,2023-04-07,Chennai,North,Clothing,65,Free,88428.53,170162.73,12,S013,Unknown,ankita.verma4,ankita.verma4@yahoo.com,2024-02-23 09:25:45
U2340,Pradeep Ghosh,2024-04-03,Bangalore,West,Electronics,42,Free,102072.17,487251.44,6,S003,Inactive,,pradeep.ghosh5@rediffmail.com,2023-05-04 12:54:45
U2049,Sunita Joshi,2023-12-19,Pune,East,Groceries,49,Basic,126422.9,7301.77,11,S001,Unknown,sunita.joshi95,sunita.joshi95@rediffmail.com,2023-12-31 20:41:32
U2277,Rahul Mukherjee,2023-11-09,Delhi,West,Toys,25,Premium,59072.82,363568.76,13,S015,,rahul.mukherjee25,rahul.mukherjee25@hotmail.com,2023-02-17 21:44:39
U2124,Aarav Patil,2024-05-28,Bangalore,Central,Groceries,44,Premium,131871.94,81673.82,14,S009,,,aarav.patil23@rediffmail.com,2023-09-14 06:25:21
U2077,Vikram Joshi,2023-03-06,Mumbai,East,Jewellery,64,Premium,41722.75,187698.44,8,S003,Unknown,vikram.joshi91,vikram.joshi91@yahoo.com,
U2032,Karan Bose,2024-12-26,Delhi,West,Groceries,43,Free,98617.85,260077.22,2,S002,,karan.bose59,karan.bose59@outlook.com,2023-12-15 01:11:56
U2060,Nisha Reddy,2023-11-24,Hyderabad,West,Electronics,49,Basic,8789.48,284144.15,12,S011,Unknown,nisha.reddy20,nisha.reddy20@gmail.com,2024-02-13 16:15:33
U2270,Nisha Mishra,2024-05-31,Kochi,West,Groceries,61,Premium,25204.09,468908.11,1,S006,,,,2023-11-24 13:06:59
U2238,Mahesh Naidu,2023-04-08,Mumbai,North,Toys,30,Free,66416.72,434113.62,15,S005,Active,,mahesh.naidu13@yahoo.com,2024-09-11 04:58:54
U2186,Karan Chowdhury,2024-09-20,Delhi,Central,Toys,25,Free,90381.65,57853.69,8,S015,Pending,karan.chowdhury13,,2023-07-25 15:25:34
U2032,Anika Ghosh,2023-12-02,Hyderabad,Central,Electronics,36,Basic,83497.82,126625.78,2,S003,Unknown,anika.ghosh26,anika.ghosh26@rediffmail.com,2024-07-30 22:09:11
U2001,Sunita Mukherjee,2024-08-16,Bangalore,East,Sports,57,Free,57990.03,71723.44,9,S005,Pending,sunita.mukherjee31,,2024-01-19 02:58:39
U2301,Kavya Banerjee,2023-09-14,Bangalore,West,Electronics,17,Free,73126.83,16013.98,14,S002,Active,kavya.banerjee19,kavya.banerjee19@outlook.com,2023-05-03 22:37:08
U2330,Suresh Mishra,2024-06-21,Bangalore,West,Books,45,Free,91002.8,428100.54,3,S019,Pending,suresh.mishra81,suresh.mishra81@yahoo.com,2024-03-30 04:35:00
U2295,Radha Chatterjee,2024-02-22,Bangalore,North,Sports,34,Enterprise,26113.64,438635.85,6,S014,Pending,,radha.chatterjee75@hotmail.com,2023-03-11 10:24:23
U2111,Jyoti Joshi,2023-02-06,Delhi,South,Home & Garden,63,Free,140922.31,339624.21,1,S012,Pending,jyoti.joshi58,jyoti.joshi58@outlook.com,2023-06-14 21:00:55
U2328,Priya Saxena,2023-04-02,Visakhapatnam,Central,Toys,27,Enterprise,55699.57,360411.61,3,S002,,,priya.saxena30@gmail.com,2023-02-06 12:55:52
U2009,Navya Naidu,2024-09-20,Hyderabad,North,Sports,36,Enterprise,36884.79,291363.05,8,S011,,navya.naidu96,navya.naidu96@yahoo.com,2024-05-18 00:50:42
U2004,Swati Srinivasan,2024-07-26,Hyderabad,East,Books,38,Enterprise,106603.49,168160.65,1,S013,,swati.srinivasan16,swati.srinivasan16@yahoo.com,2024-08-25 23:28:25
U2187,Asha Sinha,2023-12-16,Chennai,North,Books,16,Premium,84783.13,136923.83,13,S015,,asha.sinha19,asha.sinha19@rediffmail.com,2024-12-27 03:02:04
U2272,Ananya Kumar,2023-06-02,Chennai,Central,Toys,46,Free,,116183.2,6,S010,Unknown,ananya.kumar49,ananya.kumar49@hotmail.com,2023-04-09 02:59:55
U2183,Ramesh Nair,2023-10-25,Chennai,North,Jewellery,64,Basic,41502.06,26524.24,14,S020,,ramesh.nair13,ramesh.nair13@yahoo.com,2023-11-27 07:20:37
U2137,Sneha Agarwal,2024-03-26,Nagpur,North,Sports,50,Basic,147899.56,305101.67,12,S019,Inactive,sneha.agarwal24,sneha.agarwal24@gmail.com,
U2205,Anika Shukla,2023-06-22,Surat,North,Groceries,18,Enterprise,33274.55,484709.44,9,S001,Inactive,anika.shukla35,anika.shukla35@outlook.com,2024-02-26 03:41:35
U2317,Rahul Shah,2024-06-11,Chennai,West,Mobiles,50,Free,77489.63,2660.36,9,S005,Inactive,rahul.shah44,rahul.shah44@gmail.com,2024-01-31 15:55:04
U2215,Vihaan Banerjee,2024-03-24,Mumbai,Central,Jewellery,25,Premium,125073.98,232311.05,10,S009,,vihaan.banerjee68,,2023-09-28 23:47:52
U2186,Pihu Banerjee,2024-01-01,Indore,Central,Home & Garden,44,Premium,43645.96,56076.85,11,S016,,pihu.banerjee14,pihu.banerjee14@yahoo.com,2024-02-09 10:26:06
U2051,Shreya Mehta,2023-12-29,Lucknow,East,Toys,57,Basic,125207.84,21012.68,13,S016,,shreya.mehta52,shreya.mehta52@outlook.com,2023-05-02 12:48:01
U2107,Advik Malhotra,2024-04-06,Kochi,Central,Sports,24,Premium,69641.93,113684.8,5,S012,,advik.malhotra66,advik.malhotra66@rediffmail.com,2024-12-18 07:43:39
U2155,Sunita Kumar,2024-07-27,Ahmedabad,West,Mobiles,23,Basic,28321.06,483729.6,8,S008,Pending,sunita.kumar43,sunita.kumar43@gmail.com,2024-01-05 17:28:22
U2069,Ritu Mukherjee,2024-06-08,Pune,South,Sports,41,Premium,44167.79,193867.45,8,S004,Active,,ritu.mukherjee63@gmail.com,2024-10-20 18:43:54
U2107,Aditya Mehta,2023-03-02,Ahmedabad,South,Home & Garden,30,Basic,39648.89,360124.62,15,S004,Inactive,aditya.mehta25,,2023-12-04 02:58:41
U2238,Ramesh Sharma,2023-02-19,Delhi,North,Mobiles,56,Enterprise,23096.52,,13,S004,,ramesh.sharma5,ramesh.sharma5@rediffmail.com,2024-02-02 18:43:46
U2204,Sita Chauhan,2024-12-30,Hyderabad,West,Clothing,37,Basic,107718.81,222187.29,1,S008,Active,sita.chauhan68,sita.chauhan68@rediffmail.com,2024-03-11 00:34:36
U2332,Diya Verma,2023-11-11,Delhi,West,Toys,21,Free,63705.93,246573.14,12,S011,,diya.verma53,diya.verma53@hotmail.com,2024-01-28 03:36:55
U2009,Navya Naidu,2024-09-20,Hyderabad,North,Sports,36,Enterprise,36884.79,291363.05,8,S011,,navya.naidu96,navya.naidu96@yahoo.com,2024-05-18 00:50:42
U2250,Ananya Malhotra,2023-07-14,Mumbai,North,Groceries,36,Enterprise,45139.52,317472.59,4,S003,,ananya.malhotra23,ananya.malhotra23@outlook.com,2024-03-07 04:21:45
U2128,Geeta Ghosh,2023-07-03,Pune,North,Jewellery,34,Free,142369.5,65494.72,8,S012,,geeta.ghosh4,geeta.ghosh4@hotmail.com,2023-02-04 01:54:30
U2229,Mahesh Gupta,2024-12-03,Bangalore,South,Books,42,Basic,57212.45,358719.11,2,S020,Pending,mahesh.gupta7,mahesh.gupta7@gmail.com,2024-04-28 18:04:46
U2344,Mansi Dubey,2024-12-28,Ahmedabad,North,Home & Garden,21,Basic,44594.09,299195.75,5,S009,,mansi.dubey1,mansi.dubey1@rediffmail.com,2023-03-30 04:08:08
U2311,Pranav Das,2023-06-21,Mumbai,West,Sports,33,Enterprise,26563.29,390536.74,6,S011,Unknown,,pranav.das67@hotmail.com,2023-09-11 12:52:45
U2008,Rohan Saxena,2024-02-03,Delhi,South,Clothing,51,Enterprise,2072.52,244507.86,14,S002,Inactive,rohan.saxena65,rohan.saxena65@outlook.com,2024-03-31 09:52:28
U2159,Uma Srinivasan,2024-06-25,Delhi,Central,Mobiles,32,Enterprise,134773.14,82829.76,9,S001,,uma.srinivasan63,uma.srinivasan63@rediffmail.com,2023-09-10 10:13:39
U2047,Asha Banerjee,2023-07-26,Chennai,West,Home & Garden,16,Enterprise,148249.3,489566.41,9,S002,,asha.banerjee64,asha.banerjee64@gmail.com,2024-10-18 14:38:27
U2039,Pranav Das,2023-03-31,Ahmedabad,West,Books,27,Enterprise,96897.7,45599.28,1,S015,,pranav.das88,pranav.das88@yahoo.com,2024-07-27 16:20:07
U2203,Pooja Shukla,2024-11-29,Chennai,East,Electronics,27,Basic,54399.19,463661.06,12,S010,Unknown,,pooja.shukla13@rediffmail.com,2024-09-28 04:23:33
U2250,Nikhil Bose,2024-03-07,Mumbai,Central,Books,37,Free,87026.29,420015.9,5,S016,,,nikhil.bose20@rediffmail.com,2024-09-30 09:47:18
U2241,Sai Krishnamurthy,2023-07-22,Mumbai,South,Groceries,32,Basic,115584.7,434854.03,5,S018,Unknown,,sai.krishnamurthy70@rediffmail.com,2023-08-01 14:42:25
U2315,Rohan Gupta,2023-11-08,Lucknow,East,Mobiles,22,Enterprise,96631.55,417695.2,8,S005,Unknown,rohan.gupta39,,2024-05-01 23:59:05
U2264,Ira Iyer,2023-05-11,Chennai,South,Mobiles,63,Basic,77835.87,395795.28,14,S017,Unknown,ira.iyer59,ira.iyer59@rediffmail.com,2024-10-14 08:45:51
U2229,Sonal Joshi,2023-10-21,Mumbai,East,Electronics,23,Premium,88036.39,242683.72,3,S013,Inactive,sonal.joshi32,sonal.joshi32@yahoo.com,2024-07-04 03:40:49
U2350,Suresh Mukherjee,2024-03-11,Chennai,East,Toys,58,Enterprise,28269.37,482440.31,13,S011,Unknown,suresh.mukherjee51,suresh.mukherjee51@gmail.com,2024-12-30 00:20:45
U2099,Sunita Tiwari,2023-09-03,Coimbatore,South,Sports,49,Enterprise,4444.12,,5,S016,,sunita.tiwari79,sunita.tiwari79@hotmail.com,2023-10-11 05:18:20
U2210,Tanvi Verma,2023-09-11,Kochi,West,Electronics,40,Premium,120520.38,97631.74,2,S020,,tanvi.verma81,tanvi.verma81@gmail.com,2024-07-10 15:03:30
U2233,Kavita Tiwari,2023-06-27,Hyderabad,Central,Clothing,61,Enterprise,44374.47,198747.87,15,S017,,kavita.tiwari6,kavita.tiwari6@outlook.com,2023-04-02 02:14:23
U2055,Vivaan Reddy,2024-04-08,Kochi,North,Sports,29,Free,,205992.75,15,S018,Pending,vivaan.reddy43,vivaan.reddy43@rediffmail.com,2024-06-09 16:08:07
U2286,Sanjay Banerjee,2024-07-16,Surat,East,Electronics,44,Basic,43973.04,7581.44,12,S016,Unknown,sanjay.banerjee52,sanjay.banerjee52@hotmail.com,2024-09-03 01:02:50
U2229,Saanvi Agarwal,2023-05-21,Hyderabad,West,Books,20,Basic,31982.2,61350.47,13,S005,,saanvi.agarwal26,saanvi.agarwal26@yahoo.com,2023-06-20 13:24:49
U2106,Uma Srinivasan,2024-06-18,Mumbai,West,Groceries,58,Free,17308.76,417509.04,8,S016,Inactive,uma.srinivasan86,,2023-01-31 15:18:36
U2005,Myra Mukherjee,2023-02-27,Chennai,East,Jewellery,54,Enterprise,135535.17,265857.39,7,S006,Inactive,,myra.mukherjee34@gmail.com,
U2089,Ritu Mishra,2023-03-08,Guwahati,North,Mobiles,63,Basic,148265.39,351441.99,13,S007,Inactive,ritu.mishra20,ritu.mishra20@outlook.com,2023-05-26 08:05:32
U2084,Prachi Kumar,2024-08-17,Hyderabad,Central,Groceries,23,Enterprise,80950.8,323390.9,2,S016,Unknown,,prachi.kumar26@gmail.com,2023-01-21 19:36:37
U2222,Radha Tiwari,2024-12-24,Hyderabad,North,Sports,38,Free,43409.17,465121.93,2,S007,,,radha.tiwari62@rediffmail.com,2024-06-01 00:12:44
U2338,Swati Joshi,2024-09-29,Delhi,Central,Clothing,41,Basic,12869.09,40850.27,4,S016,Unknown,swati.joshi55,swati.joshi55@yahoo.com,2023-02-17 20:29:40
U2193,Rekha Chauhan,2024-11-11,Chennai,South,Home & Garden,40,Enterprise,90581.04,81081.63,6,S003,,rekha.chauhan90,rekha.chauhan90@hotmail.com,2024-06-05 17:28:45
U2333,Reyansh Reddy,2023-11-02,Kolkata,North,Home & Garden,41,Basic,24677.8,2561.4,6,S002,,reyansh.reddy78,,2024-02-21 05:21:42
U2102,Krishna Pandey,2023-11-16,Jaipur,South,Jewellery,30,Free,44310.43,247983.21,3,S008,Pending,krishna.pandey64,krishna.pandey64@yahoo.com,2023-02-12 05:18:49
U2212,Nisha Agarwal,2024-01-03,Kanpur,South,Groceries,21,Basic,98811.65,,14,S019,Inactive,,nisha.agarwal36@hotmail.com,2023-09-05 11:21:07
U2076,Atharv Ghosh,2023-12-27,Lucknow,West,Jewellery,54,Premium,144918.58,112592.87,6,S013,Inactive,atharv.ghosh37,atharv.ghosh37@gmail.com,2024-04-06 21:38:09
U2150,Swati Ghosh,2023-08-27,Delhi,Central,Sports,20,Free,26746.07,387544.1,11,S001,Active,swati.ghosh6,swati.ghosh6@gmail.com,2023-04-20 19:19:05
U2102,Navya Malhotra,2024-07-13,Kochi,Central,Sports,58,Enterprise,48031.11,426404.14,8,S015,Unknown,navya.malhotra87,navya.malhotra87@gmail.com,2024-04-30 04:49:10
U2168,Sneha Dubey,2024-08-24,Hyderabad,South,Groceries,29,Enterprise,21845.49,145552.36,1,S019,,sneha.dubey59,sneha.dubey59@rediffmail.com,2024-11-05 15:00:32
U2269,Advait Chowdhury,2023-08-02,Ahmedabad,South,Toys,25,Free,83819.46,213541.85,11,S001,Active,,advait.chowdhury44@yahoo.com,2023-08-21 19:05:33
U2058,Sneha Mehta,2023-01-26,Mumbai,East,Books,20,Enterprise,,487702.36,9,S001,,sneha.mehta41,sneha.mehta41@gmail.com,2024-07-14 18:53:56
U2061,Rajesh Menon,2024-11-29,Mumbai,East,Groceries,23,Premium,29311.4,133690.36,3,S015,,rajesh.menon63,rajesh.menon63@hotmail.com,2024-06-08 06:05:08
U2076,Aarav Sharma,2023-03-22,Hyderabad,North,Books,28,Basic,15768.2,71954.71,11,S002,Inactive,aarav.sharma64,aarav.sharma64@outlook.com,2023-01-16 12:32:04
U2207,Pranav Krishnamurthy,2024-11-05,Hyderabad,Central,Electronics,23,Enterprise,147992.76,23073.53,15,S014,,pranav.krishnamurthy13,,2024-11-28 03:03:08
U2015,Meena Reddy,2023-07-25,Hyderabad,West,Home & Garden,37,Free,41637.37,277049.12,6,S013,Unknown,meena.reddy3,meena.reddy3@gmail.com,
U2249,Ayaan Venkatesh,2023-11-26,Kochi,East,Home & Garden,44,Enterprise,71165.15,8134.12,1,S019,Pending,,ayaan.venkatesh10@yahoo.com,2024-02-27 09:05:35
U2049,Shweta Banerjee,2024-08-25,Delhi,South,Groceries,42,Free,57584.2,336592.99,11,S005,Unknown,shweta.banerjee24,shweta.banerjee24@yahoo.com,2023-01-01 20:28:42
U2013,Meena Chauhan,2024-08-08,Chennai,South,Books,42,Premium,50718.49,217197.1,12,S002,,,meena.chauhan46@outlook.com,2024-04-10 23:26:59
U2229,Shreya Das,2023-06-29,Kochi,East,Books,17,Free,7957.19,419195.83,1,S013,,shreya.das20,,2023-05-02 00:11:20
U2234,Rahul Joshi,2024-06-16,Chennai,Central,Electronics,39,Enterprise,144318.72,131031.01,14,S016,,rahul.joshi89,rahul.joshi89@hotmail.com,2024-06-29 23:28:46
U2064,Aditya Banerjee,2024-04-29,Mumbai,South,Mobiles,30,Premium,82958.37,35425.18,5,S014,Pending,aditya.banerjee47,aditya.banerjee47@gmail.com,2023-03-17 19:08:08
U2154,Asha Pillai,2023-05-25,Hyderabad,East,Clothing,37,Premium,50807.07,469952.54,4,S001,,asha.pillai52,asha.pillai52@rediffmail.com,2024-12-19 18:59:42
U2193,Ahana Menon,2023-03-22,Visakhapatnam,Central,Home & Garden,24,Enterprise,101703.79,182075.38,3,S003,,,ahana.menon71@rediffmail.com,2023-03-10 11:48:46
U2217,Karan Ghosh,2024-10-22,Chennai,East,Sports,40,Free,19366.58,499272.03,14,S015,Unknown,karan.ghosh7,karan.ghosh7@hotmail.com,2024-08-20 23:18:06
U2217,Riya Agarwal,2024-05-21,Chennai,West,Jewellery,37,Basic,101083.42,449621.7,12,S004,Pending,riya.agarwal21,riya.agarwal21@rediffmail.com,2024-02-28 14:14:35
U2085,Kabir Ghosh,2024-11-03,Delhi,Central,Jewellery,50,Premium,5971.71,364427.42,3,S017,,kabir.ghosh10,kabir.ghosh10@outlook.com,2023-05-24 18:06:46
U2192,Rekha Das,2024-01-13,Delhi,West,Sports,27,Enterprise,91368.87,256132.08,9,S011,,rekha.das89,rekha.das89@rediffmail.com,2024-10-18 09:42:19
U2035,Pooja Banerjee,2024-06-29,Hyderabad,Central,Jewellery,51,Free,103599.44,103079.8,9,S017,Active,pooja.banerjee47,,2023-04-17 19:25:31
U2030,Divya Chauhan,2023-02-09,Coimbatore,Central,Electronics,62,Free,105763.45,262704.74,11,S008,,divya.chauhan31,,2023-09-19 12:44:54
U2059,Rohan Mukherjee,2024-10-06,Chandigarh,Central,Sports,56,Basic,144951.68,383142.38,5,S009,Inactive,rohan.mukherjee48,rohan.mukherjee48@rediffmail.com,2024-11-27 18:51:54
U2088,Geeta Singh,2024-02-01,Kanpur,East,Books,23,Basic,82834.37,471488.88,15,S013,Pending,geeta.singh31,geeta.singh31@outlook.com,2023-06-06 19:03:13
U2070,Tanvi Saxena,2023-01-14,Chennai,South,Clothing,56,Enterprise,38854.07,266669.43,12,S002,Active,,tanvi.saxena56@yahoo.com,2024-06-20 21:03:13
U2292,Pranav Mishra,2023-09-10,Pune,West,Toys,29,Basic,36539.83,287601.49,3,S004,,,pranav.mishra87@outlook.com,
U2167,Ishaan Chatterjee,2023-11-06,Indore,South,Jewellery,50,Premium,21573.88,499980.08,9,S006,Inactive,,ishaan.chatterjee26@gmail.com,2023-10-08 22:48:21
U2158,Anika Mishra,2024-04-03,Ahmedabad,East,Jewellery,45,Free,83674.0,234362.13,13,S016,Active,anika.mishra15,anika.mishra15@hotmail.com,2024-01-15 17:18:54
U2291,Swati Chatterjee,2024-11-08,Delhi,East,Toys,22,Premium,122958.04,452001.57,2,S010,,swati.chatterjee33,swati.chatterjee33@rediffmail.com,2023-08-22 05:32:54
U2079,Sneha Menon,2023-11-20,Bangalore,East,Mobiles,54,Premium,30776.1,282824.08,10,S019,Inactive,sneha.menon11,sneha.menon11@outlook.com,2024-09-28 00:06:40
U2323,Neha Malhotra,2024-08-13,Bangalore,East,Books,52,Premium,149666.2,34407.88,8,S014,Active,neha.malhotra82,neha.malhotra82@hotmail.com,2024-12-21 11:48:40
U2128,Asha Nair,2024-07-10,Delhi,Central,Books,22,Enterprise,107622.68,319702.79,14,S012,Unknown,asha.nair5,asha.nair5@yahoo.com,2024-08-15 09:47:20
U2258,Mahesh Malhotra,2023-07-29,Hyderabad,South,Home & Garden,54,Enterprise,55262.56,304180.17,4,S005,,mahesh.malhotra61,,2024-07-25 14:53:04
U2246,Sanjay Rao,2023-11-12,Bangalore,South,Home & Garden,27,Enterprise,124305.04,349585.29,4,S004,,sanjay.rao8,sanjay.rao8@gmail.com,
U2284,Kavita Reddy,2024-03-11,Hyderabad,East,Jewellery,58,Free,2670.47,164688.48,5,S014,,,kavita.reddy5@gmail.com,2023-02-12 20:22:46
U2138,Atharv Singh,2024-02-24,Visakhapatnam,East,Toys,19,Free,132565.86,9302.95,13,S012,,atharv.singh51,atharv.singh51@gmail.com,2023-05-02 14:37:04
U2116,Pranav Banerjee,2023-06-05,Ahmedabad,South,Clothing,20,Free,2650.95,445111.29,1,S009,Pending,pranav.banerjee98,,2023-03-12 02:15:51
U2086,Vivaan Sinha,2023-05-14,Delhi,East,Books,43,Basic,34941.89,109132.9,14,S011,Active,vivaan.sinha47,vivaan.sinha47@gmail.com,2024-04-17 06:08:43
U2288,Dhruv Das,2023-12-30,Coimbatore,East,Home & Garden,21,Basic,,11677.24,9,S009,Inactive,,dhruv.das83@yahoo.com,2023-07-23 16:12:01
U2306,Varsha Singh,2023-01-07,Bangalore,West,Jewellery,58,Free,56306.19,480314.65,2,S006,,varsha.singh70,,2024-07-26 02:07:29
U2237,Sai Desai,2024-06-21,Bangalore,Central,Electronics,20,Basic,78541.07,251402.96,4,S014,,sai.desai38,sai.desai38@hotmail.com,2024-08-08 14:47:47
U2116,Shaurya Tiwari,2024-04-26,Delhi,West,Electronics,46,Free,12808.3,454906.61,13,S007,Pending,shaurya.tiwari14,shaurya.tiwari14@gmail.com,2024-07-14 15:47:17
U2240,Prachi Verma,2024-12-04,Indore,South,Jewellery,58,Basic,21840.89,472799.99,12,S002,,prachi.verma83,prachi.verma83@yahoo.com,
U2248,Divya Naidu,2024-01-04,Ahmedabad,South,Toys,31,Premium,127464.51,129379.49,11,S013,Inactive,divya.naidu52,divya.naidu52@outlook.com,2024-07-20 14:22:31
U2341,Atharv Dubey,2024-09-05,Hyderabad,East,Toys,21,Free,2085.78,267180.81,2,S010,Pending,atharv.dubey91,atharv.dubey91@rediffmail.com,2024-12-05 15:20:31
U2276,Ira Chatterjee,2023-08-22,Bangalore,West,Books,58,Enterprise,40795.47,133711.63,13,S010,Active,,ira.chatterjee40@hotmail.com,2024-06-30 08:13:44
U2065,Aditya Shukla,2024-05-28,Bangalore,East,Home & Garden,55,Free,128146.36,179029.57,5,S010,,,aditya.shukla56@outlook.com,2023-03-10 18:47:11
U2081,Advait Sinha,2023-11-13,Chennai,North,Mobiles,47,Enterprise,112530.6,118241.73,3,S008,,,advait.sinha16@hotmail.com,2023-03-13 21:52:33
U2274,Ritvik Ghosh,2024-03-18,Chennai,South,Electronics,30,Basic,47800.49,359628.09,1,S003,Inactive,ritvik.ghosh42,ritvik.ghosh42@yahoo.com,2024-06-22 04:15:05
U2216,Ayaan Verma,2023-07-11,Delhi,West,Electronics,38,Basic,14211.69,329075.08,11,S001,,ayaan.verma30,ayaan.verma30@yahoo.com,2024-01-31 10:01:24
U2231,Deepa Pandey,2024-01-02,Nagpur,East,Clothing,64,Free,31185.56,392239.22,11,S009,,,deepa.pandey94@hotmail.com,2023-01-26 03:17:05
U2127,Shweta Menon,2024-01-10,Bangalore,Central,Sports,60,Basic,110601.13,485116.71,9,S020,,shweta.menon93,shweta.menon93@hotmail.com,2024-01-31 01:08:52
U2152,Aarush Chauhan,2024-08-26,Chennai,South,Electronics,57,Free,60100.17,370274.34,12,S007,Inactive,aarush.chauhan46,aarush.chauhan46@gmail.com,2023-10-18 17:51:59
U2010,Vivaan Chatterjee,2023-12-15,Bangalore,East,Electronics,65,Basic,119210.4,52606.05,14,S011,Pending,vivaan.chatterjee69,vivaan.chatterjee69@outlook.com,2024-02-17 09:02:12
U2226,Vikram Pandey,2023-07-18,Surat,West,Toys,48,Free,36451.38,328735.77,15,S005,,vikram.pandey97,vikram.pandey97@gmail.com,2024-10-14 05:33:38
U2266,Ahana Menon,2024-04-20,Chennai,East,Groceries,35,Premium,102970.67,197599.2,12,S008,Active,ahana.menon89,ahana.menon89@gmail.com,2023-09-15 20:17:49
U2304,Rahul Pandey,2024-11-21,Mumbai,South,Jewellery,63,Premium,84981.06,337211.23,6,S007,Pending,rahul.pandey74,rahul.pandey74@rediffmail.com,2023-02-07 15:07:28
U2136,Pihu Menon,2023-04-25,Kanpur,West,Books,40,Premium,22868.69,196660.38,2,S007,Unknown,pihu.menon67,pihu.menon67@gmail.com,2023-07-23 01:36:01
U2289,Sai Chauhan,2024-03-22,Delhi,Central,Mobiles,34,Free,135515.58,55033.16,13,S003,Active,sai.chauhan52,sai.chauhan52@hotmail.com,2023-03-10 00:26:21
U2334,Neha Desai,2024-09-27,Mumbai,West,Jewellery,49,Premium,6723.44,452376.73,9,S006,Inactive,neha.desai14,neha.desai14@gmail.com,2024-09-21 09:13:21
U2289,Sai Verma,2023-09-22,Kolkata,Central,Toys,28,Basic,81687.93,227301.96,14,S010,,sai.verma22,sai.verma22@hotmail.com,2024-03-05 13:06:50
U2049,Ahana Mukherjee,2024-04-22,Lucknow,South,Mobiles,17,Enterprise,34724.36,305658.66,10,S004,,,ahana.mukherjee6@hotmail.com,2024-08-06 18:01:42
U2287,Rahul Yadav,2023-03-02,Jaipur,South,Mobiles,28,Enterprise,53586.39,416946.1,7,S014,,rahul.yadav51,rahul.yadav51@yahoo.com,2024-09-22 03:19:54
U2185,Varsha Rao,2023-08-13,Pune,East,Groceries,47,Free,149965.99,192783.3,14,S005,Active,varsha.rao46,varsha.rao46@gmail.com,2024-01-05 04:23:50
U2060,Sonal Desai,2023-01-14,Bangalore,West,Books,37,Premium,69272.15,87412.1,6,S020,,,sonal.desai39@outlook.com,2024-12-16 14:38:34
U2084,Radha Pillai,2024-07-14,Mumbai,Central,Mobiles,22,Basic,149275.22,215726.37,3,S013,Unknown,radha.pillai48,radha.pillai48@rediffmail.com,
U2289,Sai Chauhan,2024-03-22,Delhi,Central,Mobiles,34,Free,135515.58,55033.16,13,S003,Active,sai.chauhan52,sai.chauhan52@hotmail.com,2023-03-10 00:26:21
U2081,Rajesh Das,2023-12-09,Surat,East,Jewellery,60,Basic,,360281.13,13,S004,,rajesh.das9,rajesh.das9@hotmail.com,2023-12-06 18:18:40
U2062,Vihaan Patil,2023-03-03,Delhi,Central,Groceries,32,Free,135438.34,427871.03,13,S006,Unknown,,vihaan.patil18@yahoo.com,2024-10-29 20:28:58
U2052,Asha Das,2024-08-10,Bangalore,Central,Books,20,Enterprise,110193.6,133645.03,4,S012,Inactive,asha.das13,asha.das13@gmail.com,2024-05-18 08:37:39
U2036,Rekha Ghosh,2023-01-24,Mumbai,North,Groceries,60,Free,45175.69,43871.14,4,S015,Unknown,rekha.ghosh9,rekha.ghosh9@gmail.com,2023-06-26 19:53:29
U2069,Pradeep Nair,2023-08-13,Chennai,North,Home & Garden,18,Premium,139015.57,226416.62,2,S019,Pending,pradeep.nair17,pradeep.nair17@gmail.com,2024-01-10 10:43:09
U2342,Deepa Shah,2023-09-04,Hyderabad,West,Toys,23,Basic,121205.9,182840.47,6,S019,,deepa.shah31,deepa.shah31@yahoo.com,2023-11-26 19:36:31
U2244,Vikram Patel,2024-05-10,Visakhapatnam,South,Toys,35,Basic,102232.13,235224.24,1,S012,Unknown,vikram.patel12,vikram.patel12@gmail.com,2023-12-09 10:47:34
U2016,Priya Chatterjee,2023-04-01,Ahmedabad,Central,Groceries,25,Free,30640.41,343080.92,12,S003,Active,priya.chatterjee53,priya.chatterjee53@hotmail.com,2024-08-06 16:15:04
U2141,Sneha Chauhan,2023-09-25,Mumbai,Central,Toys,35,Free,,414102.09,5,S001,,sneha.chauhan76,sneha.chauhan76@hotmail.com,2024-06-11 01:29:43
