customer_id,customer_name,email,registration_date,customer_type,valid_email
399,Daniel Lee,hendersonvanessa@example.com,2024-02-25,PREMIUM,True
400,Brittany Larson,renee11@example.com,2025-03-19,PREMIUM,True
401,Shannon Stone,buchanancindy@example.net,2025-11-21,REGULAR,True
402,Chase Knight,buckleyanna@example.org,2025-11-26,REGULAR,True
403,Sheryl Humphrey,patrick79@example.net,2024-12-18,PREMIUM,True
404,Jamie Montgomery,vwilliams@example.net,2024-04-04,REGULAR,True
405,Tammie Prince,morganlaura@example.com,2024-05-21,VIP,True
406,Michael Garcia PhD,kevinmanning@example.com,2024-05-09,PREMIUM,True
407,Matthew Lopez,robinrussell@example.com,2025-10-28,REGULAR,True
408,Samantha Robertson,cameronmckinney@example.com,2023-12-14,VIP,True
409,Sherry Johnson,nancygonzalez@example.org,2024-04-17,PREMIUM,True
410,Thomas Bush,micheal78@example.com,2025-06-14,VIP,True
411,Andre Watson,ethompson@example.net,2025-03-14,VIP,True
412,Ryan Green,mitchellpaul@example.org,2026-02-08,PREMIUM,True
413,Cindy Walker,ericaadams@example.com,2025-01-31,VIP,True
414,Tracy Fleming,pbuck@example.org,2025-05-07,REGULAR,True
415,David Trujillo,jennifer46@example.com,2026-02-06,REGULAR,True
416,Daniel Turner,asilva@example.net,2026-07-18,REGULAR,True
417,Sara Hoffman,kenneth17@example.org,2024-07-21,VIP,True
418,Frederick Hill,jacob83@example.org,2025-12-17,REGULAR,True
419,Lindsay Guerrero,jenniferrios@example.com,2024-04-28,VIP,True
420,James Johnson,matthewreeves@example.net,2025-02-23,REGULAR,True
421,Susan Powers,megan82@example.com,2023-11-02,PREMIUM,True
422,David Stokes,staceylam@example.net,2023-10-24,VIP,True
423,Patrick Parker,nathan94@example.com,2026-02-05,VIP,True
424,Sean Silva,kennedyjames@example.org,2026-02-23,REGULAR,True
425,Edwin Brown,derrickgonzalez@example.com,2026-07-04,PREMIUM,True
426,Victoria Thomas,kimberlyfreeman@example.net,2026-07-04,REGULAR,True
427,Anthony Hayes,kathleenjackson@example.org,2025-01-05,REGULAR,True
428,Anita Mendez,epowell@example.com,2023-07-24,PREMIUM,True
429,Monica Dodson,katherine83@example.org,2025-07-29,PREMIUM,True
430,Danielle Steele,larry16@example.net,2025-04-24,REGULAR,True
431,Rodney Evans,stephen89@example.net,2024-07-23,PREMIUM,True
432,Whitney Cooper,mhoward@example.org,2026-05-23,REGULAR,True
433,Jennifer Perez,jasonjohnson@example.net,2024-01-20,VIP,True
434,Matthew Johnson,kelsey90@example.net,2026-07-13,REGULAR,True
435,Martha Smith,butleromarexample.net,2024-04-21,VIP,False
436,Christine Jennings,turnerdorothy@example.net,2025-02-08,REGULAR,True
437,Mercedes Barnes,huntchristine@example.com,2023-11-20,PREMIUM,True
438,Craig Gonzalez,marie35@example.net,2024-10-10,VIP,True
439,Joshua Lozano,arivera@example.org,2025-07-24,PREMIUM,True
440,Sara Caldwell,stacychan@example.org,2025-09-19,VIP,True
441,David Hall,joseph01@example.org,2026-03-03,VIP,True
442,Heather Rhodes,grodgers@example.org,2023-07-29,REGULAR,True
443,Matthew Murphy,rfriedman@example.net,2023-10-28,REGULAR,True
444,Catherine Morales,ynelson@example.net,2026-02-05,REGULAR,True
445,Mariah Robles,andersonjessica@example.org,2023-11-09,REGULAR,True
446,Karen Carroll,ywhite@example.com,2025-05-19,PREMIUM,True
447,Sheryl Acosta,timothyfreeman@example.com,2024-11-12,REGULAR,True
448,Matthew Smith,tiffanysantiago@example.com,2025-02-06,REGULAR,True
449,Lisa Reynolds,timothyalvarado@example.net,2024-09-12,VIP,True
450,Kristin Huerta,smithsarah@example.net,2026-02-03,PREMIUM,True
451,Sheila Jones,vflores@example.com,2023-09-12,PREMIUM,True
452,Mason Powell,christianwallace@example.net,2024-11-21,VIP,True
453,Jillian Wilson,bmcgee@example.org,2024-10-03,VIP,True
454,Joshua Petersen,pamela83@example.net,2025-07-23,REGULAR,True
455,Heidi Brown,meganrivera@example.net,2025-05-06,PREMIUM,True
456,Heidi Chavez,malonejeffrey@example.com,2024-08-11,REGULAR,True
457,Rebecca Kelley,jacqueline02@example.com,2023-12-19,VIP,True
458,Mikayla Rodriguez,jacobconrad@example.com,2024-03-11,REGULAR,True
459,Cheryl Morgan,owilliams@example.net,2025-04-24,PREMIUM,True
460,Joanna Barrett,tamarasmith@example.net,2023-09-10,REGULAR,True
461,Sara Webb,heatherthompson@example.org,2023-11-09,PREMIUM,True
462,Lisa Morris,mbarnes@example.net,2025-10-31,REGULAR,True
463,Victor Waller,iballard@example.com,2025-05-09,REGULAR,True
464,Kayla Cameron,jennifer83@example.org,2024-03-04,PREMIUM,True
465,Melissa Morse,tinasantos@example.org,2025-01-21,PREMIUM,True
466,Erica Wilson,anna99@example.net,2025-09-04,PREMIUM,True
467,Stephanie Ferguson,hstokes@example.org,2023-08-15,REGULAR,True
468,Michael Gonzalez,tonyavega@example.org,2026-01-23,REGULAR,True
469,Elizabeth Molina,howardshaun@example.net,2026-02-24,REGULAR,True
470,Sharon Newton,yyoung@example.net,2024-05-29,VIP,True
471,Tammy Hughes,tammy00@example.net,2024-04-19,REGULAR,True
472,Priscilla Berg,rhondabushexample.net,2024-08-25,PREMIUM,False
473,Nancy Gonzalez,kellythompson@example.net,2023-10-08,PREMIUM,True
474,Nancy Wilson,pattersonangela@example.org,2024-01-11,PREMIUM,True
475,Abigail Owens,billmcfarland@example.net,2023-09-12,REGULAR,True
476,Lisa Stanley,jtyler@example.com,2023-10-06,PREMIUM,True
477,Kelly Krueger,hartmanerik@example.net,2025-02-26,PREMIUM,True
478,Daniel Lewis,mark43@example.net,2025-02-19,VIP,True
479,Samantha Zavala MD,sean99@example.org,2026-06-03,VIP,True
480,Erica Moon,cruzamber@example.com,2023-08-15,PREMIUM,True
481,Patricia Robertson,stucker@example.net,2024-02-14,VIP,True
482,Tiffany Jackson,simsjason@example.net,2025-11-12,VIP,True
483,Jessica Garcia,elucas@example.net,2025-08-08,PREMIUM,True
484,Mitchell Johnson,brownlaura@example.net,2023-10-04,REGULAR,True
485,Susan Russell,bmccoy@example.com,2023-08-06,REGULAR,True
486,Kimberly May,avilabrendaexample.net,2026-02-02,PREMIUM,False
487,Jonathan Roberts,catherine47@example.com,2024-09-24,REGULAR,True
488,Kara Ferguson,julierobles@example.net,2024-06-06,VIP,True
489,Elizabeth Eaton,susan08@example.net,2023-12-20,PREMIUM,True
490,Kenneth Long,torreskaitlin@example.net,2024-07-29,REGULAR,True
491,Matthew Hunt,jackjensen@example.com,2024-02-16,REGULAR,True
492,Robert Phelps,enewman@example.com,2025-07-24,VIP,True
493,Craig Carpenter,michael31@example.com,2025-05-27,PREMIUM,True
494,Emily Hayes,heather29@example.net,2024-08-21,PREMIUM,True
495,Jeffrey Smith,kristenjoseph@example.net,2024-11-07,VIP,True
496,Brandy Quinn,wford@example.com,2025-01-02,PREMIUM,True
497,Matthew Miller,michele28@example.org,2024-05-02,PREMIUM,True
498,Angela Jones,atkinsoncrystal@example.net,2025-04-13,VIP,True
499,Christy Johnson,amy87@example.net,2025-11-14,VIP,True
500,Daniel Barton,dennis88@example.org,2024-09-25,REGULAR,True
